state,year,period,labor_force_participation_rate,employment_population_ratio,labor_force,employment,unemployment,unemployment_rate
Nevada,2014,Apr,63.0,57.7,1376354,1259583,116771,8.5
Nevada,2014,May,63.0,57.7,1376943,1262099,114844,8.3
Nevada,2014,Jun,62.9,57.8,1377865,1264946,112919,8.2
Nevada,2014,Jul,62.9,57.8,1379296,1268140,111156,8.1
Nevada,2014,Aug,62.9,57.9,1381318,1271663,109655,7.9
Nevada,2014,Sep,62.9,58.0,1383739,1275356,108383,7.8
Nevada,2014,Oct,62.9,58.0,1385877,1278928,106949,7.7
Nevada,2014,Nov,62.8,58.1,1387386,1282078,105308,7.6
Nevada,2014,Dec,62.8,58.1,1388719,1284896,103823,7.5
Nevada,2015,Jan,62.7,58.1,1390075,1287564,102511,7.4
Nevada,2015,Feb,62.7,58.1,1391547,1290189,101358,7.3
Nevada,2015,Mar,62.7,58.2,1393136,1292980,100156,7.2
Nevada,2015,Apr,62.7,58.2,1394785,1295937,98848,7.1
Nevada,2015,May,62.6,58.3,1396200,1298740,97460,7.0
Nevada,2015,Jun,62.6,58.3,1397085,1301068,96017,6.9
Nevada,2015,Jul,62.5,58.3,1397589,1302948,94641,6.8
Nevada,2015,Aug,62.4,58.2,1398013,1304599,93414,6.7
Nevada,2015,Sep,62.3,58.2,1398568,1306362,92206,6.6
Nevada,2015,Oct,62.3,58.2,1399703,1308661,91042,6.5
Nevada,2015,Nov,62.2,58.2,1401563,1311565,89998,6.4
Nevada,2015,Dec,62.2,58.3,1403650,1314754,88896,6.3
Nevada,2016,Jan,62.2,58.3,1405588,1317857,87731,6.2
Nevada,2016,Feb,62.2,58.4,1407222,1320668,86554,6.2
Nevada,2016,Mar,62.2,58.4,1408473,1323153,85320,6.1
Nevada,2016,Apr,62.1,58.4,1409538,1325445,84093,6.0
Nevada,2016,May,62.1,58.4,1410785,1327774,83011,5.9
Nevada,2016,Jun,62.0,58.4,1412384,1330298,82086,5.8
Nevada,2016,Jul,62.0,58.5,1414241,1333032,81209,5.7
Nevada,2016,Aug,62.0,58.5,1416277,1335898,80379,5.7
Nevada,2016,Sep,62.0,58.5,1418474,1338773,79701,5.6
Nevada,2016,Oct,62.0,58.5,1420709,1341689,79020,5.6
Nevada,2016,Nov,61.9,58.5,1423131,1344990,78141,5.5
Nevada,2016,Dec,62.0,58.6,1426046,1348939,77107,5.4
Nevada,2017,Jan,62.0,58.7,1429587,1353517,76070,5.3
Nevada,2017,Feb,62.1,58.8,1433636,1358554,75082,5.2
Nevada,2017,Mar,62.2,59.0,1437984,1363702,74282,5.2
Nevada,2017,Apr,62.3,59.1,1442558,1368857,73701,5.1
Nevada,2017,May,62.4,59.2,1447183,1373995,73188,5.1
Nevada,2017,Jun,62.5,59.3,1451672,1378935,72737,5.0
Nevada,2017,Jul,62.6,59.4,1456066,1383638,72428,5.0
Nevada,2017,Aug,62.6,59.5,1460204,1388027,72177,4.9
Nevada,2017,Sep,62.6,59.6,1463974,1392071,71903,4.9
Nevada,2017,Oct,62.7,59.6,1467530,1395936,71594,4.9
Nevada,2017,Nov,62.7,59.7,1471033,1399784,71249,4.8
Nevada,2017,Dec,62.7,59.7,1474724,1404048,70676,4.8
Nevada,2018,Jan,62.8,59.8,1478950,1409064,69886,4.7
Nevada,2018,Feb,62.9,60.0,1483928,1414984,68944,4.6
Nevada,2018,Mar,63.0,60.2,1489418,1421502,67916,4.6
Nevada,2018,Apr,63.1,60.3,1494703,1427845,66858,4.5
Nevada,2018,May,63.2,60.5,1499417,1433492,65925,4.4
Nevada,2018,Jun,63.3,60.5,1503645,1438463,65182,4.3
Nevada,2018,Jul,63.3,60.6,1507577,1442964,64613,4.3
Nevada,2018,Aug,63.4,60.7,1511751,1447388,64363,4.3
Nevada,2018,Sep,63.5,60.8,1516485,1452009,64476,4.3
Nevada,2018,Oct,63.5,60.8,1521728,1456914,64814,4.3
Nevada,2018,Nov,63.7,60.9,1527304,1462170,65134,4.3
Nevada,2018,Dec,63.8,61.1,1532865,1467684,65181,4.3
Nevada,2019,Jan,63.9,61.2,1538037,1473244,64793,4.2
Nevada,2019,Feb,63.9,61.3,1542686,1478727,63959,4.1
Nevada,2019,Mar,64.0,61.4,1547115,1484140,62975,4.1
Nevada,2019,Apr,64.1,61.5,1551757,1489729,62028,4.0
Nevada,2019,May,64.2,61.7,1556867,1495541,61326,3.9
Nevada,2019,Jun,64.3,61.8,1562556,1501566,60990,3.9
Nevada,2019,Jul,64.4,61.9,1568679,1507794,60885,3.9
Nevada,2019,Aug,64.6,62.1,1574877,1514207,60670,3.9
Nevada,2019,Sep,64.7,62.2,1581000,1520987,60013,3.8
Nevada,2019,Oct,64.8,62.4,1586738,1527688,59050,3.7
Nevada,2019,Nov,64.9,62.5,1591578,1533376,58202,3.7
Nevada,2019,Dec,64.9,62.6,1595314,1537291,58023,3.6
Nevada,2020,Jan,64.9,62.6,1597920,1539287,58633,3.7
Nevada,2020,Feb,64.9,62.5,1599451,1539656,59795,3.7
Nevada,2020,Mar,64.3,60.2,1587900,1485811,102089,6.4
Nevada,2020,Apr,60.6,42.7,1497652,1055435,442217,29.5
Nevada,2020,May,58.0,43.8,1435029,1083335,351694,24.5
Nevada,2020,Jun,60.7,51.3,1504348,1272287,232061,15.4
Nevada,2020,Jul,60.9,50.8,1512588,1261549,251039,16.6
Nevada,2020,Aug,61.3,52.4,1523576,1302740,220836,14.5
Nevada,2020,Sep,61.7,53.6,1535174,1335440,199734,13.0
Nevada,2020,Oct,62.0,54.5,1545744,1360394,185350,12.0
Nevada,2020,Nov,60.4,55.2,1509102,1378050,131052,8.7
Nevada,2020,Dec,60.6,55.6,1516397,1391773,124624,8.2
Nevada,2021,Jan,61.3,56.1,1536046,1405483,130563,8.5
Nevada,2021,Feb,61.7,56.5,1547256,1416662,130594,8.4
Nevada,2021,Mar,61.8,56.8,1552395,1426495,125900,8.1
Nevada,2021,Apr,62.0,57.0,1559925,1434839,125086,8.0
Nevada,2021,May,62.1,57.2,1564631,1442016,122615,7.8
Nevada,2021,Jun,62.2,57.3,1569161,1447039,122122,7.8
Nevada,2021,Jul,62.4,57.6,1577589,1455997,121592,7.7
Nevada,2021,Aug,62.1,57.3,1571422,1450939,120483,7.7
Nevada,2021,Sep,61.6(P),57.0(P),1562609(P),1445307(P),117302(P),7.5(P)
Nevada,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.
New Hampshire,2011,Jan,69.7,65.8,736494,695308,41186,5.6
New Hampshire,2011,Feb,69.6,65.8,736127,695593,40534,5.5
New Hampshire,2011,Mar,69.6,65.8,735804,695715,40089,5.4
New Hampshire,2011,Apr,69.5,65.7,735460,695495,39965,5.4
New Hampshire,2011,May,69.4,65.6,735189,695005,40184,5.5
New Hampshire,2011,Jun,69.4,65.6,735206,694662,40544,5.5
New Hampshire,2011,Jul,69.4,65.5,735661,694880,40781,5.5
New Hampshire,2011,Aug,69.4,65.6,736515,695779,40736,5.5
New Hampshire,2011,Sep,69.5,65.7,737544,697156,40388,5.5
New Hampshire,2011,Oct,69.5,65.7,738453,698579,39874,5.4
New Hampshire,2011,Nov,69.5,65.8,738938,699618,39320,5.3
New Hampshire,2011,Dec,69.4,65.8,738885,700072,38813,5.3
New Hampshire,2012,Jan,69.4,65.7,738518,700039,38479,5.2
New Hampshire,2012,Feb,69.3,65.7,738232,699770,38462,5.2
New Hampshire,2012,Mar,69.2,65.6,738277,699419,38858,5.3
New Hampshire,2012,Apr,69.2,65.5,738620,699082,39538,5.4
New Hampshire,2012,May,69.2,65.5,739300,699017,40283,5.4
New Hampshire,2012,Jun,69.3,65.5,740199,699309,40890,5.5
New Hampshire,2012,Jul,69.3,65.5,741133,699912,41221,5.6
New Hampshire,2012,Aug,69.4,65.5,742064,700728,41336,5.6
New Hampshire,2012,Sep,69.4,65.5,742994,701639,41355,5.6
New Hampshire,2012,Oct,69.4,65.6,743749,702413,41336,5.6
New Hampshire,2012,Nov,69.4,65.6,744167,702822,41345,5.6
New Hampshire,2012,Dec,69.4,65.6,744222,702860,41362,5.6
New Hampshire,2013,Jan,69.4,65.5,743915,702626,41289,5.6
New Hampshire,2013,Feb,69.3,65.5,743386,702355,41031,5.5
New Hampshire,2013,Mar,69.2,65.4,742974,702439,40535,5.5
New Hampshire,2013,Apr,69.2,65.5,743014,703126,39888,5.4
New Hampshire,2013,May,69.2,65.5,743406,704110,39296,5.3
New Hampshire,2013,Jun,69.2,65.6,743863,704956,38907,5.2
New Hampshire,2013,Jul,69.2,65.6,744128,705399,38729,5.2
New Hampshire,2013,Aug,69.1,65.6,743974,705430,38544,5.2
New Hampshire,2013,Sep,69.0,65.5,743413,705246,38167,5.1
New Hampshire,2013,Oct,68.9,65.4,742734,705115,37619,5.1
New Hampshire,2013,Nov,68.8,65.4,742214,705282,36932,5.0
New Hampshire,2013,Dec,68.7,65.4,741895,705727,36168,4.9
New Hampshire,2014,Jan,68.7,65.4,741760,706392,35368,4.8
New Hampshire,2014,Feb,68.7,65.5,741867,707296,34571,4.7
New Hampshire,2014,Mar,68.6,65.5,742090,708203,33887,4.6
New Hampshire,2014,Apr,68.6,65.5,742196,708849,33347,4.5
New Hampshire,2014,May,68.6,65.5,742270,709446,32824,4.4
New Hampshire,2014,Jun,68.6,65.6,742605,710355,32250,4.3
New Hampshire,2014,Jul,68.6,65.6,743222,711566,31656,4.3
New Hampshire,2014,Aug,68.6,65.7,744071,712953,31118,4.2
New Hampshire,2014,Sep,68.7,65.8,745108,714436,30672,4.1
New Hampshire,2014,Oct,68.7,65.9,746217,715986,30231,4.1
New Hampshire,2014,Nov,68.8,66.0,747167,717428,29739,4.0
New Hampshire,2014,Dec,68.8,66.1,747903,718654,29249,3.9
New Hampshire,2015,Jan,68.8,66.2,748374,719581,28793,3.8
New Hampshire,2015,Feb,68.8,66.2,748424,720050,28374,3.8
New Hampshire,2015,Mar,68.8,66.2,748091,720208,27883,3.7
New Hampshire,2015,Apr,68.7,66.2,747475,720243,27232,3.6
New Hampshire,2015,May,68.6,66.2,746588,720124,26464,3.5
New Hampshire,2015,Jun,68.5,66.1,745526,719859,25667,3.4
New Hampshire,2015,Jul,68.4,66.1,744639,719711,24928,3.3
New Hampshire,2015,Aug,68.3,66.0,744174,719896,24278,3.3
New Hampshire,2015,Sep,68.2,66.0,744217,720547,23670,3.2
New Hampshire,2015,Oct,68.2,66.1,744823,721725,23098,3.1
New Hampshire,2015,Nov,68.3,66.2,746012,723418,22594,3.0
New Hampshire,2015,Dec,68.4,66.4,747531,725396,22135,3.0
New Hampshire,2016,Jan,68.5,66.5,749043,727313,21730,2.9
New Hampshire,2016,Feb,68.6,66.6,750386,728939,21447,2.9
New Hampshire,2016,Mar,68.6,66.7,751461,730123,21338,2.8
New Hampshire,2016,Apr,68.7,66.7,752291,730870,21421,2.8
New Hampshire,2016,May,68.7,66.7,752948,731354,21594,2.9
New Hampshire,2016,Jun,68.7,66.7,753404,731703,21701,2.9
New Hampshire,2016,Jul,68.6,66.7,753667,731989,21678,2.9
New Hampshire,2016,Aug,68.6,66.6,753749,732167,21582,2.9
New Hampshire,2016,Sep,68.5,66.6,753622,732076,21546,2.9
New Hampshire,2016,Oct,68.4,66.5,753280,731676,21604,2.9
New Hampshire,2016,Nov,68.4,66.4,752930,731232,21698,2.9
New Hampshire,2016,Dec,68.3,66.3,752816,731026,21790,2.9
New Hampshire,2017,Jan,68.3,66.3,753063,731223,21840,2.9
New Hampshire,2017,Feb,68.3,66.3,753569,731822,21747,2.9
New Hampshire,2017,Mar,68.3,66.4,754115,732622,21493,2.9
New Hampshire,2017,Apr,68.3,66.4,754607,733438,21169,2.8
New Hampshire,2017,May,68.3,66.4,755033,734131,20902,2.8
New Hampshire,2017,Jun,68.3,66.4,755351,734554,20797,2.8
New Hampshire,2017,Jul,68.3,66.4,755515,734661,20854,2.8
New Hampshire,2017,Aug,68.2,66.3,755533,734548,20985,2.8
New Hampshire,2017,Sep,68.2,66.3,755515,734415,21100,2.8
New Hampshire,2017,Oct,68.1,66.2,755622,734481,21141,2.8
New Hampshire,2017,Nov,68.1,66.2,755959,734820,21139,2.8
New Hampshire,2017,Dec,68.2,66.3,756673,735592,21081,2.8
New Hampshire,2018,Jan,68.2,66.4,757903,736907,20996,2.8
New Hampshire,2018,Feb,68.4,66.5,759701,738758,20943,2.8
New Hampshire,2018,Mar,68.5,66.7,761851,740932,20919,2.7
New Hampshire,2018,Apr,68.7,66.8,763803,742977,20826,2.7
New Hampshire,2018,May,68.8,66.9,765067,744458,20609,2.7
New Hampshire,2018,Jun,68.8,67.0,765615,745329,20286,2.6
New Hampshire,2018,Jul,68.7,67.0,765674,745759,19915,2.6
New Hampshire,2018,Aug,68.7,66.9,765666,746044,19622,2.6
New Hampshire,2018,Sep,68.7,66.9,765895,746406,19489,2.5
New Hampshire,2018,Oct,68.7,66.9,766496,746950,19546,2.6
New Hampshire,2018,Nov,68.7,66.9,767428,747685,19743,2.6
New Hampshire,2018,Dec,68.8,67.0,768544,748557,19987,2.6
New Hampshire,2019,Jan,68.8,67.0,769605,749422,20183,2.6
New Hampshire,2019,Feb,68.9,67.0,770345,750122,20223,2.6
New Hampshire,2019,Mar,68.9,67.1,770743,750609,20134,2.6
New Hampshire,2019,Apr,68.8,67.1,771037,751056,19981,2.6
New Hampshire,2019,May,68.8,67.1,771519,751640,19879,2.6
New Hampshire,2019,Jun,68.9,67.1,772335,752443,19892,2.6
New Hampshire,2019,Jul,68.9,67.1,773478,753460,20018,2.6
New Hampshire,2019,Aug,69.0,67.2,774800,754627,20173,2.6
New Hampshire,2019,Sep,69.0,67.2,776111,755882,20229,2.6
New Hampshire,2019,Oct,69.1,67.3,777002,756850,20152,2.6
New Hampshire,2019,Nov,69.0,67.2,776975,756989,19986,2.6
New Hampshire,2019,Dec,68.9,67.1,775773,755903,19870,2.6
New Hampshire,2020,Jan,68.6,66.9,773561,753657,19904,2.6
New Hampshire,2020,Feb,68.4,66.6,770973,750806,20167,2.6
New Hampshire,2020,Mar,68.2,66.3,768900,748302,20598,2.7
New Hampshire,2020,Apr,65.1,54.7,735030,617342,117688,16.0
New Hampshire,2020,May,67.9,58.8,766838,664208,102630,13.4
New Hampshire,2020,Jun,67.4,60.4,760961,682282,78679,10.3
New Hampshire,2020,Jul,67.2,61.7,759493,697617,61876,8.1
New Hampshire,2020,Aug,67.2,62.8,759862,709788,50074,6.6
New Hampshire,2020,Sep,67.2,63.5,760650,718808,41842,5.5
New Hampshire,2020,Oct,67.2,64.1,761379,725252,36127,4.7
New Hampshire,2020,Nov,67.3,64.4,762163,730088,32075,4.2
New Hampshire,2020,Dec,67.4,64.8,763394,734174,29220,3.8
New Hampshire,2021,Jan,67.3,64.9,762932,735797,27135,3.6
New Hampshire,2021,Feb,67.1,64.9,761266,736509,24757,3.3
New Hampshire,2021,Mar,66.9,64.9,759327,736461,22866,3.0
New Hampshire,2021,Apr,66.7,64.8,757260,735885,21375,2.8
New Hampshire,2021,May,66.7,64.7,756932,735163,21769,2.9
New Hampshire,2021,Jun,66.2,64.3,752701,731109,21592,2.9
New Hampshire,2021,Jul,66.1,64.2,751567,729486,22081,2.9
New Hampshire,2021,Aug,66.0,64.1,750901,728716,22185,3.0
New Hampshire,2021,Sep,65.9(P),63.9(P),749678(P),727802(P),21876(P),2.9(P)
New Hampshire,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.
New Jersey,2011,Jan,66.0,59.7,4552679,4121291,431388,9.5
New Jersey,2011,Feb,66.0,59.7,4553050,4123511,429539,9.4
New Jersey,2011,Mar,65.9,59.7,4552802,4124964,427838,9.4
New Jersey,2011,Apr,65.9,59.7,4552390,4125619,426771,9.4
New Jersey,2011,May,65.9,59.7,4553143,4126387,426756,9.4
New Jersey,2011,Jun,65.9,59.7,4555798,4128487,427311,9.4
New Jersey,2011,Jul,65.9,59.7,4560254,4132540,427714,9.4
New Jersey,2011,Aug,66.0,59.8,4565687,4138063,427624,9.4
New Jersey,2011,Sep,66.0,59.8,4570767,4143983,426784,9.3
New Jersey,2011,Oct,66.0,59.9,4574465,4148948,425517,9.3
New Jersey,2011,Nov,66.0,59.9,4575923,4151567,424356,9.3
New Jersey,2011,Dec,66.0,59.9,4575109,4151422,423687,9.3
New Jersey,2012,Jan,65.9,59.8,4573226,4149396,423830,9.3
New Jersey,2012,Feb,65.9,59.8,4572104,4146808,425296,9.3
New Jersey,2012,Mar,65.9,59.7,4572304,4143868,428436,9.4
New Jersey,2012,Apr,65.9,59.7,4572964,4140731,432233,9.5
New Jersey,2012,May,65.9,59.6,4574098,4138729,435369,9.5
New Jersey,2012,Jun,65.9,59.6,4575467,4138908,436559,9.5
New Jersey,2012,Jul,65.9,59.6,4576629,4141405,435224,9.5
New Jersey,2012,Aug,65.9,59.6,4578329,4145792,432537,9.4
New Jersey,2012,Sep,65.9,59.7,4581093,4151159,429934,9.4
New Jersey,2012,Oct,65.9,59.7,4583579,4156020,427559,9.3
New Jersey,2012,Nov,65.9,59.8,4584357,4159323,425034,9.3
New Jersey,2012,Dec,65.8,59.8,4582248,4160353,421895,9.2
New Jersey,2013,Jan,65.7,59.7,4576918,4158784,418134,9.1
New Jersey,2013,Feb,65.6,59.7,4569169,4155701,413468,9.0
New Jersey,2013,Mar,65.5,59.6,4560491,4152943,407548,8.9
New Jersey,2013,Apr,65.3,59.6,4552734,4152015,400719,8.8
New Jersey,2013,May,65.2,59.6,4545446,4151597,393849,8.7
New Jersey,2013,Jun,65.1,59.5,4537662,4150253,387409,8.5
New Jersey,2013,Jul,64.9,59.5,4528808,4147947,380861,8.4
New Jersey,2013,Aug,64.7,59.4,4517350,4144838,372512,8.2
New Jersey,2013,Sep,64.5,59.3,4503664,4141572,362092,8.0
New Jersey,2013,Oct,64.3,59.3,4490616,4139153,351463,7.8
New Jersey,2013,Nov,64.2,59.3,4480939,4139036,341903,7.6
New Jersey,2013,Dec,64.1,59.3,4475815,4142292,333523,7.5
New Jersey,2014,Jan,64.0,59.4,4474601,4148926,325675,7.3
New Jersey,2014,Feb,64.1,59.5,4475891,4157794,318097,7.1
New Jersey,2014,Mar,64.1,59.6,4478887,4167358,311529,7.0
New Jersey,2014,Apr,64.1,59.7,4482331,4175971,306360,6.8
New Jersey,2014,May,64.2,59.8,4486012,4183785,302227,6.7
New Jersey,2014,Jun,64.2,59.9,4490716,4191512,299204,6.7
New Jersey,2014,Jul,64.3,60.0,4496114,4198635,297479,6.6
New Jersey,2014,Aug,64.3,60.1,4502037,4205182,296855,6.6
New Jersey,2014,Sep,64.4,60.2,4507583,4211077,296506,6.6
New Jersey,2014,Oct,64.4,60.2,4510847,4215767,295080,6.5
New Jersey,2014,Nov,64.4,60.2,4510783,4218647,292136,6.5
New Jersey,2014,Dec,64.4,60.2,4508668,4220057,288611,6.4
New Jersey,2015,Jan,64.3,60.2,4506245,4221064,285181,6.3
New Jersey,2015,Feb,64.3,60.3,4504414,4222229,282185,6.3
New Jersey,2015,Mar,64.3,60.3,4503300,4224426,278874,6.2
New Jersey,2015,Apr,64.2,60.3,4502099,4227666,274433,6.1
New Jersey,2015,May,64.2,60.4,4499740,4231181,268559,6.0
New Jersey,2015,Jun,64.1,60.4,4495690,4234299,261391,5.8
New Jersey,2015,Jul,64.0,60.4,4490941,4237324,253617,5.6
New Jersey,2015,Aug,64.0,60.5,4486690,4240738,245952,5.5
New Jersey,2015,Sep,63.9,60.5,4483815,4245263,238552,5.3
New Jersey,2015,Oct,63.9,60.6,4484030,4251866,232164,5.2
New Jersey,2015,Nov,63.9,60.7,4487793,4260009,227784,5.1
New Jersey,2015,Dec,64.0,60.8,4493120,4267692,225428,5.0
New Jersey,2016,Jan,64.1,60.9,4497590,4273085,224505,5.0
New Jersey,2016,Feb,64.1,60.9,4500079,4275593,224486,5.0
New Jersey,2016,Mar,64.1,60.9,4500037,4275290,224747,5.0
New Jersey,2016,Apr,64.0,60.8,4498429,4273344,225085,5.0
New Jersey,2016,May,64.0,60.8,4496747,4271365,225382,5.0
New Jersey,2016,Jun,64.0,60.8,4495078,4269959,225119,5.0
New Jersey,2016,Jul,63.9,60.7,4493345,4269348,223997,5.0
New Jersey,2016,Aug,63.9,60.7,4491870,4269454,222416,5.0
New Jersey,2016,Sep,63.8,60.7,4490549,4269602,220947,4.9
New Jersey,2016,Oct,63.8,60.7,4488150,4269123,219027,4.9
New Jersey,2016,Nov,63.7,60.6,4484804,4268999,215805,4.8
New Jersey,2016,Dec,63.6,60.6,4482046,4270453,211593,4.7
New Jersey,2017,Jan,63.6,60.7,4480899,4273548,207351,4.6
New Jersey,2017,Feb,63.6,60.7,4481131,4277595,203536,4.5
New Jersey,2017,Mar,63.6,60.8,4481954,4281255,200699,4.5
New Jersey,2017,Apr,63.6,60.8,4483081,4283833,199248,4.4
New Jersey,2017,May,63.6,60.8,4483832,4284799,199033,4.4
New Jersey,2017,Jun,63.6,60.8,4483739,4283680,200059,4.5
New Jersey,2017,Jul,63.5,60.7,4482369,4280460,201909,4.5
New Jersey,2017,Aug,63.5,60.6,4478833,4275369,203464,4.5
New Jersey,2017,Sep,63.4,60.5,4473414,4269298,204116,4.6
New Jersey,2017,Oct,63.3,60.4,4467252,4263448,203804,4.6
New Jersey,2017,Nov,63.2,60.3,4461017,4258236,202781,4.5
New Jersey,2017,Dec,63.1,60.3,4455291,4254780,200511,4.5
New Jersey,2018,Jan,63.0,60.3,4451613,4254374,197239,4.4
New Jersey,2018,Feb,63.0,60.3,4451311,4257618,193693,4.4
New Jersey,2018,Mar,63.1,60.4,4453675,4263522,190153,4.3
New Jersey,2018,Apr,63.1,60.5,4455913,4269417,186496,4.2
New Jersey,2018,May,63.1,60.5,4456269,4273489,182780,4.1
New Jersey,2018,Jun,63.1,60.5,4454891,4276121,178770,4.0
New Jersey,2018,Jul,63.0,60.6,4452593,4278210,174383,3.9
New Jersey,2018,Aug,63.0,60.6,4451235,4280940,170295,3.8
New Jersey,2018,Sep,63.0,60.6,4452011,4285002,167009,3.8
New Jersey,2018,Oct,63.0,60.7,4455423,4290785,164638,3.7
New Jersey,2018,Nov,63.1,60.8,4461460,4298523,162937,3.7
New Jersey,2018,Dec,63.2,60.9,4468865,4307535,161330,3.6
New Jersey,2019,Jan,63.3,61.0,4475446,4316419,159027,3.6
New Jersey,2019,Feb,63.4,61.2,4479889,4324557,155332,3.5
New Jersey,2019,Mar,63.4,61.3,4483365,4332350,151015,3.4
New Jersey,2019,Apr,63.5,61.4,4488189,4341044,147145,3.3
New Jersey,2019,May,63.6,61.5,4495975,4351011,144964,3.2
New Jersey,2019,Jun,63.7,61.7,4507329,4361790,145539,3.2
New Jersey,2019,Jul,63.9,61.8,4521676,4372820,148856,3.3
New Jersey,2019,Aug,64.1,62.0,4537449,4383767,153682,3.4
New Jersey,2019,Sep,64.3,62.1,4553068,4394955,158113,3.5
New Jersey,2019,Oct,64.5,62.2,4566562,4405312,161250,3.5
New Jersey,2019,Nov,64.6,62.3,4575743,4412554,163189,3.6
New Jersey,2019,Dec,64.7,62.4,4580151,4415112,165039,3.6
New Jersey,2020,Jan,64.7,62.3,4580764,4413361,167403,3.7
New Jersey,2020,Feb,64.7,62.3,4578805,4408621,170184,3.7
New Jersey,2020,Mar,64.6,62.2,4576233,4404152,172081,3.8
New Jersey,2020,Apr,63.2,52.8,4477672,3735350,742322,16.6
New Jersey,2020,May,63.3,52.9,4479720,3741555,738165,16.5
New Jersey,2020,Jun,63.4,53.1,4484485,3754733,729752,16.3
New Jersey,2020,Jul,65.1,56.6,4604631,4001090,603541,13.1
New Jersey,2020,Aug,63.9,56.8,4519468,4020511,498957,11.0
New Jersey,2020,Sep,61.9,57.0,4376641,4035352,341289,7.8
New Jersey,2020,Oct,61.9,57.1,4378750,4043309,335441,7.7
New Jersey,2020,Nov,63.6,57.1,4500435,4041997,458438,10.2
New Jersey,2020,Dec,61.9,57.1,4377299,4039568,337731,7.7
New Jersey,2021,Jan,62.3,57.4,4403593,4059857,343736,7.8
New Jersey,2021,Feb,62.2,57.4,4400717,4058931,341786,7.8
New Jersey,2021,Mar,62.5,57.8,4419712,4083566,336146,7.6
New Jersey,2021,Apr,62.5,57.8,4421267,4089165,332102,7.5
New Jersey,2021,May,62.4,57.9,4414084,4095321,318763,7.2
New Jersey,2021,Jun,62.5,58.0,4417536,4097493,320043,7.2
New Jersey,2021,Jul,62.6,58.1,4425912,4104851,321061,7.3
New Jersey,2021,Aug,62.7,58.2,4430209,4110436,319773,7.2
New Jersey,2021,Sep,62.7(P),58.2(P),4432054(P),4116334(P),315720(P),7.1(P)
New Jersey,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.
New Mexico,2011,Jan,58.6,54.3,924865,856685,68180,7.4
New Mexico,2011,Feb,58.6,54.3,924330,857362,66968,7.2
New Mexico,2011,Mar,58.5,54.3,923689,857730,65959,7.1
New Mexico,2011,Apr,58.4,54.3,923136,857741,65395,7.1
New Mexico,2011,May,58.4,54.2,923007,857556,65451,7.1
New Mexico,2011,Jun,58.3,54.2,923370,857388,65982,7.1
New Mexico,2011,Jul,58.3,54.1,924204,857471,66733,7.2
New Mexico,2011,Aug,58.4,54.1,925288,857828,67460,7.3
New Mexico,2011,Sep,58.4,54.1,926262,858392,67870,7.3
New Mexico,2011,Oct,58.4,54.1,927035,859120,67915,7.3
New Mexico,2011,Nov,58.4,54.1,927454,859863,67591,7.3
New Mexico,2011,Dec,58.4,54.2,927394,860484,66910,7.2
New Mexico,2012,Jan,58.3,54.2,927044,861016,66028,7.1
New Mexico,2012,Feb,58.3,54.2,926718,861491,65227,7.0
New Mexico,2012,Mar,58.2,54.2,926490,861751,64739,7.0
New Mexico,2012,Apr,58.2,54.2,926207,861707,64500,7.0
New Mexico,2012,May,58.2,54.1,926085,861677,64408,7.0
New Mexico,2012,Jun,58.2,54.1,926467,862094,64373,6.9
New Mexico,2012,Jul,58.2,54.2,927463,863126,64337,6.9
New Mexico,2012,Aug,58.3,54.2,928991,864648,64343,6.9
New Mexico,2012,Sep,58.4,54.3,930861,866333,64528,6.9
New Mexico,2012,Oct,58.4,54.4,932379,867580,64799,6.9
New Mexico,2012,Nov,58.4,54.4,933099,868064,65035,7.0
New Mexico,2012,Dec,58.4,54.3,933029,867842,65187,7.0
New Mexico,2013,Jan,58.3,54.3,932257,867056,65201,7.0
New Mexico,2013,Feb,58.2,54.2,931106,866088,65018,7.0
New Mexico,2013,Mar,58.2,54.1,930071,865458,64613,6.9
New Mexico,2013,Apr,58.1,54.1,929563,865440,64123,6.9
New Mexico,2013,May,58.1,54.1,929480,865698,63782,6.9
New Mexico,2013,Jun,58.1,54.1,929499,865780,63719,6.9
New Mexico,2013,Jul,58.0,54.0,929444,865549,63895,6.9
New Mexico,2013,Aug,58.0,54.0,929189,865146,64043,6.9
New Mexico,2013,Sep,58.0,54.0,928819,864817,64002,6.9
New Mexico,2013,Oct,57.9,54.0,928678,864770,63908,6.9
New Mexico,2013,Nov,57.9,54.0,928846,865040,63806,6.9
New Mexico,2013,Dec,57.9,54.0,929082,865489,63593,6.8
New Mexico,2014,Jan,57.9,54.0,929249,866039,63210,6.8
New Mexico,2014,Feb,58.0,54.0,929329,866611,62718,6.7
New Mexico,2014,Mar,58.0,54.1,929411,867098,62313,6.7
New Mexico,2014,Apr,58.0,54.1,929509,867421,62088,6.7
New Mexico,2014,May,58.0,54.1,929764,867859,61905,6.7
New Mexico,2014,Jun,58.0,54.2,930470,868766,61704,6.6
